1505348335548	Bing	page_view		Visitor-735827	Page-0	Nivea,Original Moisture Body Lotion
1505348335548	Other	page_view		Visitor-409656	Page-2	Clover Stornetta,Vitamin D Milk
1505348683548	Direct	page_view		Visitor-728299	Page-7	Kleenex,White Tissues
1505348684028	Facebook	purchase		Visitor-921062	Page-4	Biore,Deep Pore Charcoal Cleanser
1505348684028	Direct	page_view		Visitor-484701	Page-14	David's Tea,Birthday Cake
1505348684028	Yahoo	page_view		Visitor-676025	Page-1	Crest,Pro-Health Fluoride Rinse
1505348684028	Google	page_view		Visitor-481924	Page-8	Kraft,Cool Whip
1505348684028	Facebook	page_view		Visitor-365079	Page-4	Walgreens,Advanced Hand Sanitizer with Aloe
1505348940348	Direct	page_view		Visitor-524656	Page-11	Caliber,Security Envelopes
1505348940348	Bing	page_view		Visitor-661255	Page-14	Banquet,Brown 'N Serve Original Sausage Links
1505348940348	Other	page_view		Visitor-700131	Page-14	Duette,Toilet Bowl Cleaner
1505348940348	Facebook	page_view		Visitor-847346	Page-1	Staples,Small Bind Clips
1505348940348	Facebook	page_view		Visitor-774827	Page-9	Band-Aid,Flexible Fabric Bandages
1505348940348	Other	page_view		Visitor-763726	Page-12	Wholesome Kitchen,Farro and Garden Vegetable
1505349289788	Yahoo	page_view		Visitor-666389	Page-7	Safeway,Blue Mint Antiseptic Mouth Rinse
1505349289788	Facebook	page_view		Visitor-103298	Page-10	Meijer,Vitamin C 500 mg
1505349289788	Facebook	page_view		Visitor-240743	Page-2	Chobani,Greek Yogurt - Plain
1505349289788	Facebook	page_view		Visitor-110284	Page-5	Purity Farms,Organic Ghee
1505349289788	Google	add_to_cart		Visitor-370974	Page-13	Tresemme,Heat Tamer Spary
1505349289788	Twitter	page_view		Visitor-12836	Page-5	L'Oreal,Out of Bed Texturizer
1505349539388	Yahoo	page_view		Visitor-998818	Page-3	Expo,Dry Erase Markers
1505349539868	Bing	purchase		Visitor-154088	Page-5	Tapatio,Salsa Picante
1505349539868	Facebook	page_view		Visitor-64389	Page-12	l'Oreal,EverStrong Hydrate Shampoo
1505349539868	Bing	page_view		Visitor-655824	Page-8	Mrs. Meyer's Clean Day,"Liquid Hand Soap Refill, Lavender Scent"
1505349539868	Other	page_view		Visitor-587035	Page-1	Molton Brown,Re-Charge Black Pepper Body Wash
1505349539868	Direct	page_view		Visitor-496239	Page-10	Vicks,DayQuil Severe Cold & Flu
1505349624828	Twitter	page_view		Visitor-211560	Page-10	Sol Republic,JAX Headphones
1505349624828	Direct	page_view		Visitor-161263	Page-0	Kleenex,White Tissues
1505349624828	Facebook	page_view		Visitor-505197	Page-6	Annie's,Shells & Real Aged Cheddar Macaroni & Cheese
1505349624828	Direct	page_view		Visitor-703764	Page-5	SteamFast,Travel Steam Iron
1505349624828	Direct	page_view		Visitor-92316	Page-4	Gunnar,Vayper Onyx Advanced Gaming Eyewear
1505349625308	Google	page_view		Visitor-702962	Page-10	McCormick,Pure Ground Black Pepper
1505350196988	Other	page_view		Visitor-500167	Page-2	Aveeno,Men's After Shave Lotion
1505350196988	Bing	page_view		Visitor-866769	Page-2	Westvleteren,Westvleteren XII
1505350196988	Google	page_view		Visitor-872056	Page-1	Nivea,Sensitive Men's Shaving Gel
1505350196988	Bing	page_view		Visitor-832193	Page-10	Jolen,Creme Bleach - Lightens Excess Dark Hair
1505350196988	Yahoo	add_to_cart		Visitor-759871	Page-7	Siggi's,"Icelandic Style Skyr, Blueberry"
1505350196988	Other	page_view		Visitor-814278	Page-12	Chobani,Greek Yogurt - Plain
1505350806108	Facebook	page_view		Visitor-885452	Page-0	Crest,Pro-Health Clean Mint Toothpaste
1505350806588	Other	page_view		Visitor-404718	Page-5	Clif Bar,Berry Pomegranate Chia Energy Bar
1505350806588	Yahoo	page_view		Visitor-411640	Page-0	Reynolds,Wrap
1505350806588	Twitter	page_view		Visitor-607678	Page-3	Secret,pH Balanced - Unscented
1505350806588	Twitter	page_view		Visitor-198293	Page-9	McCormick,Pure Ground Black Pepper
1505350806588	Other	page_view		Visitor-331649	Page-11	Molton Brown,Re-Charge Black Pepper Body Wash
1505351395068	Direct	page_view		Visitor-424150	Page-1	Clean & Clear,Acne Cleanser
1505351395548	Yahoo	page_view		Visitor-207849	Page-7	Duracell,76A Duralock Battery
1505351395548	Facebook	page_view		Visitor-77067	Page-4	Barilla,Rotini
1505351395548	Direct	page_view		Visitor-427896	Page-0	Kirkland Signature,Bath Tissue
1505351395548	Google	page_view		Visitor-827922	Page-5	Clover Stornetta,Vitamin D Milk
1505351395548	Google	page_view		Visitor-368745	Page-6	Reynolds,Wrap
1505351528988	Other	add_to_cart		Visitor-813069	Page-13	Scott,One Ply Bathroom Tissue
1505351528988	Yahoo	page_view		Visitor-338502	Page-8	Sun Vista,Black Beans No Salt Added
1505351528988	Facebook	page_view		Visitor-997861	Page-1	Simply Organic,Italian Seasoning
1505351528988	Google	page_view		Visitor-172851	Page-6	Motorola,SURFboard eXtreme Cable Modem (Model SB6121)
1505351528988	Other	page_view		Visitor-121448	Page-4	Westvleteren,Westvleteren XII
1505351528988	Facebook	purchase		Visitor-594685	Page-7	Jergens,Natural Glow
1505351918268	Direct	page_view		Visitor-248462	Page-6	CVS Pharmacy,91% Isopropyl Alcohol
1505351918268	Google	page_view		Visitor-403097	Page-5	Mars,Peanut Butter M&M Chocolate Candies
1505351918268	Yahoo	page_view		Visitor-882089	Page-12	Kind,Dark Chocolate Nuts & Sea Salt Protein Bar
1505351918268	Google	page_view		Visitor-191034	Page-13	Simple Truth Organic,Baby Arugula
1505351918268	Direct	page_view		Visitor-908726	Page-11	Stanley,9 Way Screwdriver
1505351918268	Bing	page_view		Visitor-912386	Page-1	Pantene,Repair & Protect 2in1 Shampoo & Conditioner
1505352190428	Bing	page_view		Visitor-459319	Page-10	Avery,White Reinforcement Labels
1505352190428	Twitter	page_view		Visitor-1979	Page-5	Orbit,Spearmint Sugarfree Gum
1505352190908	Bing	page_view		Visitor-843334	Page-5	Duette,Toilet Bowl Cleaner
1505352190908	Twitter	page_view		Visitor-305801	Page-14	Pond's,Dry Skin Cream
1505352190908	Other	page_view		Visitor-427757	Page-2	Safeway,Blue Mint Antiseptic Mouth Rinse
1505352190908	Other	page_view		Visitor-97064	Page-5	Old Spice,Refresh Body Spray -Fiji
1505352727068	Facebook	page_view		Visitor-724404	Page-3	Safeway,Whole Black Pepper
1505352727068	Bing	page_view		Visitor-827224	Page-13	Jergens,Natural Glow
1505352727548	Google	page_view		Visitor-123697	Page-14	Westvleteren,Westvleteren XII
1505352727548	Facebook	page_view		Visitor-705902	Page-3	Tropicana,Orange Juice with Calcium & Vitamin D
1505352727548	Twitter	page_view		Visitor-273875	Page-9	Safeway Kitchens,Clover Honey
1505352727548	Facebook	page_view		Visitor-438058	Page-14	Kraft,Cool Whip
1505353386588	Twitter	page_view		Visitor-511335	Page-1	Trident,"White Gum, Spearmint"
1505353386588	Direct	page_view		Visitor-459894	Page-10	Gunnar,Vayper Onyx Advanced Gaming Eyewear
1505353386588	Other	page_view		Visitor-938778	Page-3	Aveeno,Men's After Shave Lotion
1505353386588	Other	page_view		Visitor-499800	Page-4	Clean & Clear,Acne Cleanser
1505353386588	Facebook	page_view		Visitor-183213	Page-12	Garnier Fructis Style,Pure Clean Finishing Paste
1505353386588	Facebook	page_view		Visitor-575831	Page-10	Trader Joe's,Extra Virgin Olive Oil
1505353489788	Bing	page_view		Visitor-526741	Page-12	Avery,White Reinforcement Labels
1505353489788	Facebook	page_view		Visitor-737889	Page-14	Pedifix,Arch Bandage
1505353489788	Bing	page_view		Visitor-727676	Page-2	Biotene,Dry Mouth  Oral Rinse
1505353489788	Other	page_view		Visitor-920369	Page-7	Kroger,Garlic Salt
1505353490268	Facebook	page_view		Visitor-859246	Page-3	e.l.f.,Eyebrow Kit- Darl
1505353490268	Yahoo	page_view		Visitor-973866	Page-11	Q-tips,Cotton Swabs
1505353718748	Yahoo	page_view		Visitor-339635	Page-5	HDX,Table Top Air Circulator
1505353718748	Bing	page_view		Visitor-297738	Page-4	Kind,Dark Chocolate Nuts & Sea Salt Protein Bar
1505353719228	Facebook	page_view		Visitor-911437	Page-13	Clover Stornetta,Vitamin D Milk
1505353719228	Facebook	page_view		Visitor-244768	Page-5	Siggi's,"Icelandic Style Skyr, Blueberry"
1505353719228	Other	page_view		Visitor-415856	Page-4	Dove,Moisturizing Body Wash
1505353719228	Facebook	page_view		Visitor-453557	Page-10	l'Oreal,EverStrong Hydrate Conditioner
1505353978908	Google	page_view		Visitor-494577	Page-10	Scotch,Super 33+ Vinyl Electric Tape
1505353978908	Google	page_view		Visitor-534302	Page-7	Fernet-Branca,Liqueur
1505353979388	Google	page_view		Visitor-262542	Page-5	Orbit,Spearmint Sugarfree Gum
1505353979388	Facebook	page_view		Visitor-225101	Page-6	Cloud 9,48 Sheet 2-Ply Paper Towels
1505353979388	Bing	page_view		Visitor-518347	Page-9	Kettle,Classic Barbeque Krinkle Cut Potato Chips
1505353979388	Bing	page_view		Visitor-654469	Page-5	Gatorade,Perform Fruit Punch
1505354248188	Twitter	page_view		Visitor-129762	Page-1	l'Oreal,EverStrong Hydrate Conditioner
1505354248188	Google	page_view		Visitor-647266	Page-7	De Cecco,Penne Rigate
1505354248188	Other	page_view		Visitor-983194	Page-1	Clorox,Disinfecting Wipes
1505354248188	Bing	add_to_cart		Visitor-562891	Page-0	Tapatio,Salsa Picante
1505354248188	Direct	page_view		Visitor-391469	Page-3	Mars,Peanut M&M
1505354248188	Other	page_view		Visitor-118551	Page-10	McCormick,Italian Seasoning
1505354466588	Bing	page_view		Visitor-124021	Page-5	OYO,Whiskey
1505354466588	Google	page_view		Visitor-252754	Page-13	Clover Stornetta,Vitamin D Milk
1505354466588	Google	page_view		Visitor-964022	Page-14	Natural Grooming by Herban Cowboy,Dusk Deodorant
1505354466588	Facebook	page_view		Visitor-721740	Page-11	Air Wick,Dual Action Spray
1505354466588	Twitter	page_view		Visitor-555903	Page-9	La Tourangelle,Grapeseed Oil
1505354466588	Google	page_view		Visitor-56649	Page-13	Q-tips,Cotton Swabs
1505354865468	Direct	page_view		Visitor-142744	Page-5	Expo,Dry Erase Markers
1505354865468	Bing	page_view		Visitor-858431	Page-2	Knorr,Salsa Lista Pizza
1505354865468	Direct	page_view		Visitor-14232	Page-9	Crest,Pro-Health Fluoride Rinse
1505354865468	Direct	page_view		Visitor-182710	Page-9	Gillette,Sensor 3
1505354865468	Direct	page_view		Visitor-750576	Page-8	Simple,Eye Makeup-up Remover Pads
1505354865468	Other	page_view		Visitor-717963	Page-11	Safeway,Whole Black Pepper
1505355174108	Yahoo	page_view		Visitor-648837	Page-10	Kirkland Signature,Bath Tissue
1505355174588	Twitter	page_view		Visitor-15577	Page-5	Nivea,Original Moisture Body Lotion
1505355174588	Other	page_view		Visitor-683209	Page-9	Banana Boat,Sport Performance- UVA/UVB protection SPF 30
1505355174588	Twitter	page_view		Visitor-275658	Page-8	Kroger,Dry Roasted Unsalted Peanuts
1505355174588	Direct	page_view		Visitor-764681	Page-4	Arm & Hammer,Ultra Max Deodorant
1505355174588	Other	page_view		Visitor-16691	Page-8	Kind,Dark Chocolate Nuts & Sea Salt Protein Bar
1505355610428	Direct	page_view		Visitor-750822	Page-7	Chobani,Greek Yogurt - Plain
1505355610428	Facebook	page_view		Visitor-7066	Page-1	Red Vines,Original Red Twists
1505355610428	Facebook	page_view		Visitor-263422	Page-10	Barilla,Rotini
1505355610428	Yahoo	page_view		Visitor-877909	Page-1	Simple Truth Organic,Baby Arugula
1505355610428	Bing	page_view		Visitor-601003	Page-1	Kirkland Signature,Bath Tissue
1505355610428	Google	page_view		Visitor-723251	Page-11	J. Lohr,Seven Oaks Paso Robles Cabernet Sauvignon
1505356154748	Yahoo	page_view		Visitor-424596	Page-5	Simple,Eye Makeup-up Remover Pads
1505356154748	Yahoo	page_view		Visitor-297916	Page-2	Omega,J8004 Nutrition Center Juicer
1505356154748	Other	page_view		Visitor-874440	Page-10	Energizer,392 Watch Battery
1505356154748	Bing	purchase		Visitor-952310	Page-4	All,"Mighty Pacs, Free Clear"
1505356154748	Direct	page_view		Visitor-433170	Page-3	e.l.f.,Matte Lip Color-Paline
1505356154748	Bing	page_view		Visitor-752441	Page-5	Kettle,Classic Barbeque Krinkle Cut Potato Chips
1505356508508	Google	page_view		Visitor-765161	Page-0	Simple,Cleansing Micellar Water
1505356508508	Facebook	page_view		Visitor-311766	Page-2	Cloud 9,Cutlery Combo
1505356508508	Twitter	page_view		Visitor-688549	Page-6	Alessi,Garlic Breadsticks
1505356508508	Yahoo	page_view		Visitor-874891	Page-1	Kroger,Granulated Sugar
1505356508508	Direct	page_view		Visitor-386530	Page-8	Kellogg's,Corn Flakes
1505356508508	Direct	page_view		Visitor-48530	Page-13	Nivea,Original Moisture Body Lotion
1505356782108	Facebook	page_view		Visitor-683521	Page-1	Trident,Spearmint Gum
1505356782108	Twitter	page_view		Visitor-697327	Page-13	Blizzard,Starcraft II: Wings of Liberty
1505356782588	Google	page_view		Visitor-851096	Page-0	Orbit,Spearmint Sugarfree Gum
1505356782588	Google	page_view		Visitor-683444	Page-5	Harney & Sons,Spiced Black Holiday Tea
1505356782588	Yahoo	page_view		Visitor-826090	Page-13	Ralphs,Nice 'n Elegant Spoons
1505356782588	Other	page_view		Visitor-957446	Page-3	Energizer,392 Watch Battery
1505356968828	Other	page_view		Visitor-237346	Page-10	Tovolo,King Cube Tray
1505356968828	Google	page_view		Visitor-672706	Page-2	Benadryl,Allergy
1505356968828	Google	page_view		Visitor-27233	Page-4	All,"Mighty Pacs, Free Clear"
1505356968828	Other	page_view		Visitor-81952	Page-10	Lancome,Creme Radiance
1505356968828	Bing	page_view		Visitor-245650	Page-3	Comet,Comet With Bleach
1505356968828	Direct	page_view		Visitor-940951	Page-12	Menscience,Advanced Deodorant
1505357344188	Other	page_view		Visitor-481919	Page-11	Charmin,Ultra Soft
1505357344188	Google	page_view		Visitor-991102	Page-11	CeraVe,Facial Moisturizing Lotion
1505357344188	Facebook	page_view		Visitor-468187	Page-4	Opti-Free,Pure Moist Contact Solution
1505357344188	Other	page_view		Visitor-447736	Page-10	l'Oreal,EverStrong Hydrate Shampoo
1505357344188	Google	page_view		Visitor-564452	Page-5	Bolla,Pinot Grigio
1505357344188	Facebook	page_view		Visitor-423524	Page-12	Comet,Comet With Bleach
1505358014268	Facebook	page_view		Visitor-234866	Page-1	Kleenex,White Tissues
1505358014268	Bing	page_view		Visitor-974184	Page-7	Mr. Clean,Magic Eraser
1505358014268	Twitter	page_view		Visitor-342762	Page-7	Andersen's,Creamy Soup Split Pea
1505358014268	Other	page_view		Visitor-277402	Page-9	Clean & Clear,Acne Cleanser
1505358014748	Yahoo	page_view		Visitor-370512	Page-10	Google,Chromecast
1505358014748	Google	purchase		Visitor-668185	Page-14	Gunnar,Vayper Onyx Advanced Gaming Eyewear
1505358732828	Yahoo	page_view		Visitor-543735	Page-2	Kellogg's,Corn Flakes
1505358732828	Google	page_view		Visitor-934466	Page-6	Purell,Advanced Hand Sanitizer -travel size
1505358732828	Yahoo	page_view		Visitor-210905	Page-9	Organix,Renewing Argan Oil of Morocco
1505358732828	Twitter	page_view		Visitor-478946	Page-7	Gillette,Sensor 3
1505358732828	Yahoo	page_view		Visitor-778921	Page-7	Scotch,Super 33+ Vinyl Electric Tape
1505358732828	Google	page_view		Visitor-864000	Page-12	Banana Boat,Sport Performance- UVA/UVB protection SPF 30
1505359441308	Twitter	page_view		Visitor-179825	Page-5	Molton Brown,Re-Charge Black Pepper Body Wash
1505359441308	Yahoo	page_view		Visitor-431077	Page-8	Jolen,Creme Bleach - Lightens Excess Dark Hair
1505359441308	Google	page_view		Visitor-86392	Page-3	Garnier Fructis Style,Pure Clean Finishing Paste
1505359441308	Google	page_view		Visitor-712755	Page-0	Simply Organic,Italian Seasoning
1505359441308	Yahoo	page_view		Visitor-743034	Page-3	Scott,One Ply Bathroom Tissue
1505359441308	Facebook	purchase		Visitor-329290	Page-13	Sanyo,Eneloop 4 AA Batteries and Charger
1505359702428	Other	purchase		Visitor-198826	Page-8	Sol Republic,JAX Headphones
1505359702428	Twitter	page_view		Visitor-282255	Page-8	Molton Brown,Re-Charge Black Pepper Body Wash
